"","chromosome","position","p.value.none","p.value.all","p.value.sva","coefficient.none","coefficient.all","coefficient.sva"
"cg18174402","chr2",27441263,0.205983907327028,0.000270862101386684,0.100270129148607,-0.00741599116453761,-0.0171085069599955,-0.00803806096733338
"cg15806304","chr10",119000083,2.12231216905382e-06,3.12742982334493e-06,0.100415367449505,0.0256183985018411,0.0208870500209827,0.00814039693424507
"cg19995891","chr2",191042691,0.000126428479666626,0.000726843735617626,0.100450043005377,0.0399653078374907,0.0308762606923752,0.014299932039442
"cg08881175","chr10",130832393,0.0884736344731731,0.000196472128386288,0.100690388291554,0.0145543194699702,0.0191844301216503,0.00900654380654381
"cg22677556","chr1",12238390,0.26420557058996,8.18171265207662e-05,0.100781683258891,-0.00948738627408263,-0.0176230252610515,-0.00836455363178944
"cg25331880","chr19",30435467,0.159958123409119,0.000267954289615448,0.100989726118286,-0.00917557920945728,-0.0172000874721503,-0.00753141971533678
"cg13216616","chr15",57037716,7.76268322775662e-05,7.51479118984524e-05,0.101098083109166,0.0148317990138063,0.01367087762059,0.00430610953678416
"cg00007987","chr19",56156430,0.0107121704110277,0.000285435480724754,0.101505115216079,-0.00393848196260271,-0.00519060872617987,-0.00260253486063155
"cg14220251","chr1",19653075,0.000155182799813711,0.00391923621470702,0.101848812137192,0.0157162938065175,0.0129843878296681,0.00771389370027492
"cg05302489","chr6",31760426,0.00136718775880867,5.40431911456108e-05,0.101990278146276,0.0289521589743233,0.0369238507573192,0.011612128243485
"cg08309251","chr21",46348306,0.00236311365270636,1.32677697223187e-06,0.102090515537931,-0.0234721556570968,-0.0254104897647631,-0.008589881594703
"cg16006965","chr3",111852325,3.53981958529239e-05,0.0001607897383865,0.102263210916386,-0.0271784202585317,-0.02464332404823,-0.00830906458130682
"cg16124977","chr17",80371295,0.00010429265881602,0.00244675289454326,0.102359356473044,0.0134792873328749,0.0106812231846761,0.00396413017405058
"cg07955474","chr16",85935556,0.000679074221123,4.80329189470456e-06,0.102453062482606,-0.0258812198467387,-0.0305388843485426,-0.0114062527786351
"cg02014733","chr19",34989280,0.000306219457157324,0.0159697261571037,0.103361679904031,0.0142981478747329,0.00835439418924674,0.00621609747711212
"cg03340878","chr6",27925166,0.00534272422782848,0.000216959632266903,0.103364827095937,-0.0366047937665594,-0.041952552674506,-0.0178034794728965
"cg11661281","chr11",57798863,0.0655334025381788,1.00788391923976e-05,0.103858687422223,-0.0124061892368444,-0.0172290868293902,-0.00823700811217939
"cg24540678","chr8",28258603,5.29554577374545e-06,0.000105757207860215,0.104387725912789,-0.0234378596898578,-0.0147429936478106,-0.00553910231098846
"cg04983977","chr1",200842145,1.24628736684663e-05,0.00210439241834553,0.104562159112561,0.0281711090202949,0.0161210261685218,0.00762180549176195
"cg02296171","chr2",209224657,0.0319657827717512,0.000200203088705273,0.104672916328172,0.0343822146567991,0.0422044550893075,0.0171116261596979
"cg10274403","chr16",84178812,4.57385507134506e-05,0.000471657683475142,0.104876096810154,0.00163785297839831,0.00146562601091428,0.000645506308270483
"cg02415661","chr19",16308183,0.000163739177436009,0.000568220743556391,0.104993432135146,-0.0215515974852879,-0.0182258914034129,-0.00919386335764976
"cg26963277","chr11",2722407,1.25220250187682e-07,8.59298715712212e-09,0.106399374464273,-0.0285245713629256,-0.0286987924123792,-0.00646049130666215
"cg01097768","chr5",378854,0.0211332407365933,1.36225225684341e-06,0.106651946424194,-0.0207797048842312,-0.0266073274376363,-0.00770126138214665
"cg25292882","chr15",39431467,0.000564800557440483,4.58809603651663e-05,0.10673852647112,-0.0121670818320537,-0.0131133016554418,-0.00537155915842142
"cg03348792","chr12",53075482,0.00375471831429186,0.000334539347981734,0.106776869803488,0.0161035140946461,0.0173491742201834,0.00704481766403676
"cg10018519","chr2",11970078,2.28160692745191e-07,2.2407907693268e-06,0.109061400771967,-0.0255688748431811,-0.0168660594627425,-0.00668375623462461
"cg21733098","chr12",127931219,0.000114885787421613,0.000158048400875639,0.112609990328645,-0.0467714927620718,-0.0478938168139817,-0.0244794963443339
"cg03547355","chr1",227003060,0.000148654549706474,0.000375078923240148,0.113254058453165,-0.0188131386605162,-0.0144940366386863,-0.00542062966002988
"cg14178364","chr9",37529128,0.0204553131797416,7.33603752675612e-06,0.113812344494471,-0.0153095887166495,-0.0195458846656416,-0.00740061904266169
"cg05567269","chr15",30027910,0.000326438417800715,0.00341272807646992,0.114017318468646,0.026634990346945,0.0217308224130651,0.00835341731055686
"cg07637516","chr10",111974273,0.000324668835761522,0.00132017202526398,0.115259376351755,-0.00651804737511208,-0.00403213398076512,-0.00200929846498587
"cg01302853","chr7",2236170,1.56018311266483e-05,0.000295606661484827,0.115266693420884,0.0185744144960847,0.0129755941391331,0.00512717954260367
"cg19927100","chr15",68902085,0.264665826376657,5.41967805150478e-05,0.115389191157039,-0.0094145809501749,-0.0207428031465936,-0.00478920919014116
"cg26701785","chr6",158448455,0.000320886865026839,2.13051940016584e-05,0.115968455922506,0.0320291656173971,0.0333376158301535,0.00947624510193771
"cg21681705","chr2",107506849,0.000355371045449333,9.93254283403417e-05,0.116184286761142,0.0227895682509247,0.0231302143272325,0.00825908596511194
"cg02657160","chr3",98311063,5.92932244539169e-05,7.90290982506016e-05,0.116402825976799,-0.0127812041765249,-0.0130924212657067,-0.00481837754513588
"cg07411111","chr20",62509309,0.00183511776362972,6.67899419319372e-06,0.116953480142549,0.0212080853695867,0.0239981368132351,0.0074562891611887
"cg15815084","chr17",54912870,0.000123480984758664,0.000386239115710659,0.117047467120331,-0.0620996987547212,-0.0527314798451845,-0.0182572172276928
"cg03358636","chr3",197474006,2.13459342181792e-05,3.42167012611272e-05,0.11751044413179,-0.0362220094161139,-0.0290469740394119,-0.0107166841228952
"cg15309361","chr7",2152625,0.696140212890068,7.97507229123279e-05,0.117541228258702,0.00355686149829488,0.0170464146038073,0.0054151506231013
"cg24247537","chr11",457278,0.0690639139344633,3.89773916775001e-05,0.119115834935202,0.0154746618018073,0.0258924385050336,0.00787873683192044
"cg24673600","chr14",76005929,0.0773515439763352,0.000296302907431519,0.119639731105731,-0.00880571118481321,-0.0122450442202503,-0.00499188838553329
"cg18247179","chr22",19436867,0.208576599971923,1.63699939423023e-06,0.12004686735052,-0.0110909275636484,-0.0217065919988001,-0.00571621113670488
"cg01937809","chr1",37941854,0.0800621881807881,3.62233935521149e-06,0.120477745952367,-0.0155470883684424,-0.0211975021204975,-0.00654774525853223
"cg14250054","chr9",35829428,8.11948272952523e-05,0.000815264249247349,0.121793227326146,0.00489328782956247,0.00433604447913549,0.00200104129235281
"cg26486070","chr22",25003675,0.000246029476355684,2.13917747909709e-05,0.122197819316049,-0.0272246855930939,-0.028084165820455,-0.0100175203996274
"cg14089503","chr8",37755555,0.00591359880389238,9.54246713199636e-05,0.122715724915304,-0.0272846058130667,-0.0327416787200456,-0.0112599208396951
"cg16031065","chr16",70719115,0.000152788614621764,0.000124907330636983,0.122788238620811,-0.0260941596173997,-0.0244802272407325,-0.00784137034196967
"cg09363991","chr1",9005636,0.000153726323201657,0.00203624029638103,0.123413172802468,0.0139314101932,0.0100762421100377,0.00454194844672145
"cg02775417","chr19",643457,1.5724177645367e-05,6.33232665145091e-05,0.124038148546419,-0.00217379026389577,-0.00187274039688454,-0.000728831720653865
"cg21247874","chr9",37487279,0.0106019005966208,0.00027081525023812,0.124473043663419,-0.019046493101669,-0.0226507840938082,-0.00997233737280945
"cg12547807","chr1",9473751,2.22133631678651e-07,2.13325150920763e-09,0.125091660905985,-0.0268329649294579,-0.0234057368815982,-0.00469430382494896
"cg00446184","chr15",52569079,0.000256206885885835,0.00456169879385427,0.125209175181609,0.00799729144287672,0.00571899652478428,0.00331627921980359
"cg27470486","chr17",40073688,0.0228773915615579,0.000286045242071347,0.125494178632468,-0.0171317886100034,-0.0186774454518091,-0.00725080437282216
"cg25212025","chr10",34602937,0.000458639921639506,0.000264543457030625,0.126014407446629,-0.0286212825453132,-0.0268310746252438,-0.0110621194791227
"cg21393163","chr1",12217629,3.56331251435501e-09,1.18798398664444e-10,0.127399615657331,-0.0245735444182175,-0.0253263495254215,-0.00489469879985015
"cg02650080","chr3",194801513,7.05673394677841e-05,1.96460137557477e-05,0.127481978841175,0.0150075368269144,0.0123532559769949,0.00461573179034351
"cg17518710","chr11",113954170,0.40320201982137,0.000380375164933381,0.127533912554403,0.00753338169295742,0.0159898021965308,0.00629110495041843
"cg05662325","chr10",112170649,0.0119730183079886,0.000140430073025583,0.128194149720777,-0.0145584418537192,-0.0183011731268591,-0.00730267768242557
"cg26390598","chr21",41032396,8.38825806770318e-05,0.00143791133588233,0.12851551581622,0.0484968945102257,0.0400487455068329,0.0205273014052283
"cg07589846","chr1",212872696,0.000273819570548518,0.000795706906569285,0.128528591292249,-0.00438890045580708,-0.00414432297224603,-0.00160801658466909
"cg08770647","chr11",124768845,0.000180024145990629,0.0124018493082424,0.130991681713156,0.0160472564588146,0.0102384918910019,0.00523128136344061
"cg05469706","chr7",153108642,2.67693931935735e-05,0.000184223723354403,0.132252632842207,0.00701311780470049,0.00655412599693686,0.00243552617296043
"cg13079123","chr15",67331913,0.118669855881229,0.000108803083018486,0.132821972731043,0.0142150738161843,0.0210748519109073,0.00824028662009225
"cg08595501","chr5",75878300,0.038016372190888,6.53107363850346e-05,0.132893279816564,-0.0176523163979442,-0.0249772474852214,-0.00958952966787017
"cg05523603","chr22",50973101,7.07740245889639e-05,0.000509369803017005,0.133374749448416,-0.0309593563429414,-0.0245312151288769,-0.010238069323736
"cg03769939","chr1",25254129,0.298948894866146,8.29372782363744e-05,0.135043531915685,-0.0104768831720118,-0.0234382552131128,-0.00718962361714846
"cg05433557","chr7",158325024,0.000544197717994021,0.000305190923057228,0.135236062353103,0.020261659902644,0.0204623835719932,0.00940858807950984
"cg04352288","chr16",87958407,0.0248866238341657,0.000308866618816222,0.135493026497032,-0.0125560223206535,-0.0137352869738928,-0.00577240792149811
"cg19907483","chr19",6040198,0.00221270607004653,0.000274298691147309,0.136060303070565,-0.00651653607040157,-0.00771022816466108,-0.00288098646380261
"cg15074047","chr2",192701514,0.000487637118097453,1.51107110249366e-05,0.136285329819172,0.0149063483485572,0.0150859214491853,0.00528096432643898
"cg25691553","chr3",49057884,0.0660478582741883,3.11313713063085e-05,0.136540798799605,-0.00649009578939491,-0.00885150944884043,-0.00317589606928562
"cg06361984","chr16",15787940,3.78913569436179e-05,2.74438978126938e-05,0.136984088418577,0.00814550518682028,0.00803422053346807,0.00255811569597623
"cg25838968","chr1",208250847,0.012044555638523,1.13816877639394e-05,0.138266837145185,-0.0181669240079323,-0.0257906753252961,-0.00791504266551384
"cg19719391","chr4",26789915,0.00211327542272118,4.82466492992822e-05,0.13870296575155,0.0188670236501835,0.0249428042920288,0.008125662606973
"cg27514333","chr15",66996626,1.0729926601018e-05,9.81459254600142e-05,0.139122139880884,-0.02044994304856,-0.0137836632381249,-0.00519269127917626
"cg14920061","chr8",129326392,0.00675882359954121,0.000368313588550945,0.139391504524258,-0.0107392787097918,-0.0129159462298524,-0.00446599549720303
"cg25521481","chr6",43214396,0.000207063291320237,0.00084682455346708,0.140353194834519,-0.0237131177089337,-0.0204885744549658,-0.00839439257079075
"cg05221370","chr7",110738836,0.000175494074322495,0.00347358669792911,0.140463673341624,-0.0230591954076514,-0.013600289065863,-0.00665214180261419
"cg06505619","chr16",698072,0.000212361979932625,1.15191347149681e-05,0.141759066043217,-0.0277977604249017,-0.0320277238990727,-0.0102112725535741
"cg16611234","chr11",58870075,5.04020475636856e-09,1.03902054775645e-05,0.142617069114942,-0.0458350495262695,-0.0347000682315394,-0.0125296163022711
"cg11468953","chr11",48034953,0.0362134919612328,1.04587268863808e-05,0.142719687796056,-0.0141072312596214,-0.0166863657631475,-0.00491963453893376
"cg16871449","chr12",132094100,0.000200486191102865,0.00120921464122871,0.143242859219875,0.028515362767002,0.0168214063726809,0.00775142580213469
"cg05113709","chr2",182521874,0.000144434103863325,0.00594099160829346,0.143530032867394,-0.0017095180508534,-0.0011725219126539,-0.000712016394757674
"cg19746343","chr1",235290405,0.011354056497349,0.000176011468669122,0.143532340408878,-0.0245867244249153,-0.0312623116387899,0.00851700297510546
"cg08730778","chr16",15787957,9.9939814682113e-07,3.16506676104478e-06,0.144138404439651,0.0141000192372432,0.0136504778056751,0.00452604255195918
"cg06547175","chr1",45202929,0.000145078799119268,0.00267871976889717,0.14421404407827,0.0124905384784061,0.00865101016524577,0.00274044711957292
"cg04158018","chr12",54696210,6.16082177453307e-05,9.97787411841503e-08,0.144906408579561,-0.0291111892344751,-0.0321064313133499,-0.00854455900932962
"cg18494902","chr15",40398565,5.4642071658265e-07,2.47411548431757e-07,0.145695066496247,-0.0437420453150458,-0.0409190688677187,-0.0125016196447636
"cg09607043","chr17",17295349,4.24578732746566e-05,2.64214563563652e-06,0.146432238157322,0.0260574220668932,0.0282536171739142,0.00834779468760099
"cg20912205","chr3",50337305,6.76336270741933e-06,2.08170437728194e-06,0.146846022861771,-0.021187413925038,-0.0179966818078111,-0.00526055923553085
"cg16459265","chr7",45025080,0.112581906730881,7.22767221196498e-05,0.148532555943267,-0.0148592528147009,-0.0240207792808089,-0.00889282313948079
"cg03519879","chr14",74227499,0.0457593161436248,6.51182044807294e-06,0.1498421309357,-0.00963603033322071,-0.0164643842456591,-0.0045541775099101
"cg04368724","chr6",31760593,8.99812449856776e-07,4.16747303108603e-09,0.150882216590963,0.0308608567246278,0.0360092368284002,0.00645080390789825
"cg03519967","chr1",26010346,0.00068244690214494,0.000368430771663008,0.152243427418956,0.0226081940706716,0.0183552255639937,0.00686616963964224
"cg04425624","chr6",31543565,0.000488469387279698,1.41690966344689e-05,0.152286807516536,-0.0194676649054019,-0.0171546249036238,-0.00472878532857761
"cg14114377","chr19",45756845,0.121961440656708,1.13772477689846e-05,0.153500157585114,-0.0109795359922743,-0.0203236957129135,-0.00540338938309197
"cg17972100","chr4",8046547,0.00033020059644401,0.00828552828910475,0.154547111581226,-0.0532440445096468,-0.0397813612163191,-0.0280435975674607
"cg01626885","chr15",45937757,0.0246895279411299,0.000120055120352233,0.154698698220737,-0.0175138403032607,-0.0144273596123129,-0.00512228905801554
"cg25298754","chr3",111314102,0.000534813274380028,6.22809755448267e-06,0.154854198523593,-0.0213332517508375,-0.0242562555817069,-0.00763518715794874
"cg03945320","chr16",733905,0.000310411815773542,0.00142042965736376,0.154939327226078,-0.00182875367096087,-0.00163126198234971,-0.000840724016399216
"cg19872095","chr1",37941263,0.764872426001966,0.000355100193083542,0.156550635274928,-0.00212914997786467,-0.013322972167614,-0.00413603327698874
"cg19838043","chr14",104196038,0.000295910555615018,1.28711616210228e-06,0.157658771776077,0.0284620386777538,0.0321428410462849,0.00897492899168784
"cg18026626","chr15",78286614,0.00495562519962245,0.000233476801693013,0.157715306588619,-0.0142246200243922,-0.0165026784458527,-0.00385352734416681
"cg26435670","chr10",88515340,0.000288009775286732,0.0118388096975906,0.158620600139927,-0.0267758462283661,-0.0180122210466081,-0.0120849626301768
"cg23234811","chr1",204230657,0.950789840761845,0.00033769037345756,0.160985066481273,-0.000365772458111485,-0.0127825414758045,-0.00457928451021353
"cg02029843","chr6",11278005,0.639346474841687,3.82233114057213e-05,0.161643487919234,-0.00422771289028405,-0.0195534798388217,-0.00483480746763314
"cg15161854","chr1",28836139,0.00306319893306632,0.000138433837598667,0.162314448968919,-0.0179092746290684,-0.0175454875077726,0.00569182683940511
